tradeDate,M,SR,FG,CU,SN,NI,RM,AG,OI,CF,HC,J,I,TA,PB,AU,RB,V,JD,MA,TC,A,ZN,SF,P,C,BU,PP,JM,RU,AL,Y,CS,L
2016-07-14,3284.0,5897.0,1090.0,38470.0,118310.0,80950.0,2714.0,4496.0,6472.0,15760.0,2648.0,1007.0,459.0,4676.0,13230.0,290.25,2511.0,5745.0,4149.0,1955.0,426.2,3898.0,16900.0,4252.0,4942.0,1528.0,2052.0,8151.0,743.0,11080.0,12640.0,6292.0,1918.0,9150.0
2016-07-15,3201.0,5906.0,1094.0,38420.0,118900.0,81080.0,2634.0,4465.0,6478.0,15920.0,2655.0,1016.0,458.5,4684.0,13350.0,287.65,2513.0,5745.0,4141.0,1944.0,428.0,3855.0,16970.0,4330.0,5014.0,1515.0,2064.0,8172.0,743.0,11390.0,12670.0,6286.0,1904.0,9100.0
2016-07-18,3133.0,5844.0,1076.0,38230.0,118570.0,80860.0,2562.0,4429.0,6516.0,15750.0,2566.0,989.0,446.5,4658.0,13260.0,287.95,2439.0,5735.0,4132.0,1909.0,429.0,3830.0,17045.0,4210.0,5064.0,1488.0,2034.0,8108.0,725.0,11265.0,12600.0,6296.0,1858.0,9070.0
2016-07-19,3113.0,5880.0,1064.0,38240.0,117550.0,82180.0,2567.0,4397.0,6446.0,15665.0,2449.0,963.5,428.0,4634.0,13275.0,288.8,2315.0,5695.0,4071.0,1881.0,429.0,3827.0,17160.0,4210.0,5038.0,1482.0,1978.0,8013.0,717.5,11220.0,12385.0,6226.0,1841.0,8900.0
2016-07-20,3062.0,6261.0,1078.0,38460.0,117760.0,81580.0,2525.0,4389.0,6430.0,15370.0,2452.0,966.5,423.0,4636.0,13315.0,288.7,2306.0,5645.0,3995.0,1877.0,430.2,3781.0,17215.0,4210.0,5084.0,1475.0,1978.0,8040.0,723.5,11470.0,12315.0,6248.0,1829.0,8840.0
2016-07-21,3016.0,6233.0,1075.0,38400.0,118200.0,81840.0,2511.0,4286.0,6492.0,15410.0,2524.0,994.5,433.0,4684.0,13285.0,284.5,2353.0,5735.0,3997.0,1889.0,431.8,3738.0,17195.0,4102.0,5100.0,1488.0,2010.0,8108.0,732.0,11575.0,12335.0,6310.0,1842.0,8975.0
2016-07-22,2991.0,6257.0,1073.0,38460.0,118730.0,82670.0,2512.0,4336.0,6444.0,15530.0,2530.0,1015.5,438.0,4696.0,13430.0,286.35,2343.0,5700.0,3966.0,1876.0,433.0,3684.0,17395.0,4140.0,5026.0,1479.0,2006.0,8167.0,734.0,11545.0,12290.0,6244.0,1823.0,9030.0
2016-07-25,2937.0,6219.0,1073.0,38180.0,117570.0,80650.0,2450.0,4316.0,6334.0,15280.0,2538.0,1040.5,436.0,4672.0,13505.0,285.3,2331.0,5655.0,3877.0,1848.0,434.2,3627.0,17305.0,4284.0,4922.0,1482.0,1970.0,8062.0,743.0,11220.0,12165.0,6136.0,1823.0,8600.0
2016-07-26,2936.0,6244.0,1091.0,37810.0,117850.0,79750.0,2462.0,4321.0,6262.0,15350.0,2559.0,1047.5,441.0,4618.0,13650.0,285.0,2339.0,5570.0,3869.0,1849.0,431.6,3627.0,17260.0,4410.0,4878.0,1483.0,1992.0,7999.0,741.5,11075.0,12150.0,6064.0,1830.0,8400.0
2016-07-27,2956.0,6192.0,1104.0,37890.0,120210.0,79920.0,2504.0,4332.0,6274.0,15615.0,2623.0,1073.0,457.5,4618.0,13775.0,285.15,2405.0,5635.0,3857.0,1859.0,433.2,3641.0,17080.0,4234.0,4940.0,1480.0,2010.0,8021.0,752.5,11205.0,12090.0,6096.0,1818.0,8430.0
2016-07-28,2988.0,6163.0,1103.0,37700.0,121010.0,80580.0,2512.0,4430.0,6240.0,15315.0,2655.0,1083.0,468.5,4616.0,13690.0,287.7,2462.0,5655.0,3844.0,1854.0,440.4,3643.0,16860.0,4150.0,4938.0,1470.0,1986.0,8220.0,762.0,11210.0,12205.0,6084.0,1797.0,8660.0
2016-07-29,2957.0,6125.0,1087.0,37810.0,120530.0,81260.0,2503.0,4465.0,6192.0,14780.0,2630.0,1077.5,468.0,4562.0,13710.0,288.35,2444.0,5645.0,3847.0,1862.0,446.6,3602.0,17005.0,4014.0,4970.0,1453.0,1936.0,8231.0,765.0,11055.0,12280.0,6062.0,1773.0,8740.0
2016-08-01,2958.0,6162.0,1106.0,37980.0,119530.0,82930.0,2507.0,4503.0,6230.0,14730.0,2665.0,1096.5,472.5,4556.0,13905.0,289.6,2466.0,5690.0,3437.0,1901.0,436.8,3630.0,17220.0,4090.0,5082.0,1452.0,1904.0,8332.0,769.0,10930.0,12310.0,6128.0,1787.0,9010.0
2016-08-02,2903.0,6155.0,1149.0,37940.0,119930.0,84010.0,2469.0,4521.0,6238.0,14720.0,2686.0,1122.0,483.5,4552.0,13950.0,290.4,2500.0,5695.0,3444.0,1918.0,437.4,3608.0,17380.0,4402.0,5076.0,1450.0,1952.0,8305.0,784.0,10900.0,12175.0,6114.0,1804.0,9025.0
2016-08-03,2895.0,6152.0,1154.0,38050.0,119950.0,84260.0,2469.0,4565.0,6270.0,14500.0,2669.0,1122.5,482.5,4612.0,13895.0,292.75,2495.0,5785.0,3450.0,1912.0,443.6,3607.0,17430.0,4402.0,5146.0,1453.0,1974.0,8293.0,782.5,12755.0,12120.0,6144.0,1817.0,8920.0
2016-08-04,2886.0,6097.0,1151.0,37650.0,118440.0,83040.0,2451.0,4494.0,6286.0,14520.0,2635.0,1117.0,475.0,4618.0,13825.0,291.05,2461.0,5820.0,3477.0,1906.0,449.8,3603.0,17330.0,4280.0,5192.0,1462.0,1966.0,8269.0,770.0,12565.0,12065.0,6172.0,1827.0,8905.0
2016-08-05,2928.0,6100.0,1157.0,37540.0,119400.0,82550.0,2342.0,4490.0,6274.0,14875.0,2683.0,1137.5,486.5,4780.0,13810.0,292.6,2505.0,5825.0,3493.0,1905.0,452.8,3643.0,17355.0,4280.0,5196.0,1474.0,1968.0,8298.0,780.0,12635.0,12125.0,6162.0,1823.0,9030.0
2016-08-08,2970.0,6140.0,1164.0,37510.0,120790.0,83700.0,2374.0,4374.0,6268.0,15045.0,2756.0,1190.5,497.0,4778.0,13870.0,288.55,2570.0,5865.0,3484.0,1905.0,463.8,3674.0,17420.0,4530.0,5184.0,1460.0,1982.0,8408.0,806.0,12840.0,12310.0,6162.0,1799.0,9025.0
2016-08-09,2973.0,6160.0,1202.0,37470.0,121640.0,84070.0,2378.0,4362.0,6314.0,14710.0,2763.0,1237.0,503.0,4814.0,13825.0,287.45,2591.0,6005.0,3464.0,2030.0,470.2,3669.0,17430.0,4476.0,5270.0,1451.0,2000.0,8461.0,816.5,12720.0,12330.0,6230.0,1798.0,9090.0
2016-08-10,3002.0,6133.0,1209.0,37350.0,124080.0,83900.0,2420.0,4406.0,6304.0,14640.0,2754.0,1267.0,495.5,4832.0,13755.0,289.3,2586.0,5950.0,3489.0,2041.0,476.6,3711.0,17520.0,4506.0,5300.0,1451.0,2006.0,8333.0,812.0,12630.0,12385.0,6240.0,1813.0,8975.0
2016-08-11,3003.0,6082.0,1175.0,37600.0,124630.0,84150.0,2426.0,4445.0,6270.0,14740.0,2738.0,1255.5,432.5,4832.0,13835.0,289.2,2572.0,5960.0,3476.0,2037.0,475.8,3727.0,17705.0,4476.0,5288.0,1453.0,1990.0,7358.0,809.5,12675.0,12405.0,6204.0,1815.0,8870.0
2016-08-12,3018.0,6070.0,1169.0,37570.0,123730.0,83270.0,2402.0,4432.0,6232.0,14765.0,2748.0,1244.5,430.5,4864.0,13830.0,288.95,2574.0,5945.0,3446.0,2046.0,464.6,3734.0,17555.0,4506.0,5278.0,1453.0,2006.0,7397.0,812.0,12875.0,12345.0,6168.0,1816.0,8900.0
2016-08-15,3011.0,6105.0,1173.0,37210.0,122520.0,81430.0,2393.0,4400.0,6334.0,14660.0,2719.0,1223.5,421.5,4862.0,13620.0,288.65,2551.0,5975.0,3473.0,2057.0,462.6,3769.0,17275.0,4458.0,5400.0,1470.0,2030.0,7492.0,861.5,13055.0,12310.0,6268.0,1851.0,8985.0
2016-08-16,3051.0,6122.0,1198.0,37160.0,123310.0,81580.0,2440.0,4395.0,6408.0,14595.0,2808.0,1201.5,431.0,4854.0,13530.0,288.3,2629.0,5945.0,3495.0,2060.0,517.2,3811.0,17310.0,4508.0,5510.0,1481.0,2032.0,7491.0,875.5,13110.0,12395.0,6352.0,1866.0,8955.0
2016-08-17,3041.0,6157.0,1210.0,37280.0,123190.0,81210.0,2416.0,4380.0,6452.0,14710.0,2819.0,1246.5,436.5,4902.0,13550.0,288.15,2629.0,5915.0,3542.0,2052.0,514.8,3856.0,17280.0,4476.0,5532.0,1484.0,2028.0,7392.0,879.5,13135.0,12430.0,6378.0,1863.0,8885.0
2016-08-18,3038.0,6132.0,1212.0,37230.0,121820.0,81080.0,2408.0,4372.0,6484.0,14795.0,2793.0,1243.0,432.0,4894.0,13695.0,288.85,2542.0,5655.0,3523.0,2033.0,499.2,3886.0,17440.0,4448.0,5576.0,1484.0,2012.0,7494.0,855.5,12975.0,12595.0,6424.0,1865.0,8975.0
2016-08-19,2990.0,6207.0,1208.0,37330.0,122140.0,81400.0,2328.0,4372.0,6496.0,14780.0,2772.0,1233.0,437.5,4906.0,13890.0,289.1,2539.0,5665.0,3494.0,2026.0,491.6,3835.0,17495.0,4438.0,5556.0,1472.0,1980.0,7553.0,847.5,13080.0,12675.0,6410.0,1833.0,9015.0
2016-08-22,2995.0,6239.0,1219.0,37250.0,122300.0,81380.0,2318.0,4264.0,6488.0,14545.0,2786.0,1259.0,445.0,4836.0,13930.0,287.7,2572.0,5680.0,3494.0,1988.0,494.0,3845.0,17480.0,4346.0,5534.0,1471.0,1934.0,7488.0,858.5,12850.0,12495.0,6392.0,1818.0,8950.0
2016-08-23,3014.0,6278.0,1222.0,37090.0,121740.0,81090.0,2329.0,4222.0,6424.0,14610.0,2825.0,1269.0,451.5,4796.0,13915.0,287.25,2585.0,5680.0,3434.0,1963.0,495.0,3825.0,17535.0,4478.0,5498.0,1459.0,1898.0,7564.0,868.5,12645.0,12385.0,6364.0,1795.0,9020.0
2016-08-24,3000.0,6273.0,1205.0,36830.0,123240.0,81130.0,2298.0,4219.0,6500.0,14595.0,2831.0,1272.0,455.5,4804.0,13960.0,287.5,2596.0,5640.0,3391.0,1961.0,492.4,3781.0,17590.0,4502.0,5578.0,1449.0,1902.0,7609.0,871.0,12625.0,12435.0,6418.0,1796.0,9165.0
2016-08-25,2961.0,6221.0,1191.0,36330.0,122820.0,79090.0,2290.0,4149.0,6408.0,14190.0,2813.0,1247.0,442.0,4776.0,13950.0,285.2,2563.0,5580.0,3371.0,1961.0,488.0,3771.0,17460.0,4472.0,5542.0,1450.0,1862.0,7489.0,857.0,12390.0,12335.0,6340.0,1794.0,9045.0
2016-08-26,2937.0,6227.0,1215.0,36350.0,122850.0,78450.0,2301.0,4143.0,6346.0,14000.0,2811.0,1237.5,436.0,4802.0,13950.0,284.2,2541.0,5560.0,3369.0,1958.0,493.4,3756.0,17820.0,4522.0,5462.0,1450.0,1866.0,7465.0,857.5,12305.0,12365.0,6282.0,1786.0,9090.0
2016-08-29,2923.0,6227.0,1199.0,36370.0,123480.0,78600.0,2296.0,4169.0,6356.0,13895.0,2797.0,1213.0,422.5,4796.0,13925.0,285.45,2476.0,5515.0,3370.0,1939.0,490.6,3760.0,17965.0,4494.0,5490.0,1464.0,1882.0,7298.0,858.0,12305.0,12390.0,6292.0,1791.0,8895.0
2016-08-30,2923.0,6271.0,1178.0,36390.0,123070.0,78560.0,2275.0,4166.0,6350.0,13870.0,2816.0,1223.5,420.0,4786.0,13835.0,284.9,2453.0,5535.0,3378.0,1926.0,492.0,3764.0,17865.0,4476.0,5456.0,1467.0,1868.0,7294.0,878.0,12380.0,12340.0,6286.0,1779.0,8790.0
2016-08-31,2886.0,6229.0,1170.0,36280.0,124050.0,78380.0,2250.0,4165.0,6276.0,13715.0,2784.0,1219.5,415.5,4752.0,13870.0,283.85,2422.0,5480.0,3357.0,1937.0,510.4,3704.0,18015.0,4392.0,5394.0,1456.0,1846.0,7276.0,877.5,12180.0,12300.0,6234.0,1751.0,8775.0
2016-09-01,2872.0,6218.0,1162.0,36450.0,125110.0,78700.0,2211.0,4169.0,6216.0,13600.0,2626.0,1176.0,414.0,4752.0,14170.0,282.95,2388.0,5470.0,3358.0,1945.0,508.8,3666.0,18170.0,4392.0,5340.0,1452.0,1862.0,7250.0,855.5,12205.0,12210.0,6176.0,1747.0,8745.0
2016-09-02,2887.0,6178.0,1187.0,36530.0,126910.0,79470.0,2220.0,4200.0,6232.0,13850.0,2662.0,1210.0,424.0,4796.0,14600.0,283.35,2426.0,5485.0,3387.0,1963.0,514.0,3653.0,18410.0,4522.0,5396.0,1457.0,1874.0,7203.0,895.0,12415.0,12180.0,6198.0,1725.0,8745.0
2016-09-05,2891.0,6247.0,1200.0,36550.0,128440.0,80400.0,2208.0,4294.0,6272.0,13870.0,2685.0,1253.5,423.5,4834.0,14445.0,285.85,2438.0,5480.0,3361.0,1984.0,524.4,3604.0,18440.0,4670.0,5518.0,1436.0,1876.0,7159.0,923.0,12545.0,12040.0,6252.0,1692.0,8705.0
2016-09-06,2882.0,6247.0,1194.0,36520.0,127320.0,80380.0,2207.0,4334.0,6288.0,14010.0,2659.0,1270.5,423.0,4844.0,14480.0,286.7,2430.0,5565.0,3364.0,2019.0,528.4,3592.0,18310.0,4732.0,5582.0,1422.0,1896.0,7275.0,938.0,12515.0,11925.0,6306.0,1683.0,8765.0
2016-09-07,2915.0,6239.0,1192.0,36660.0,127350.0,80840.0,2243.0,4409.0,6272.0,14120.0,2590.0,1228.0,415.5,4826.0,14265.0,289.85,2371.0,5585.0,3389.0,2021.0,514.2,3619.0,18205.0,4728.0,5550.0,1432.0,1904.0,7299.0,920.0,12565.0,12010.0,6290.0,1679.0,8830.0
2016-09-08,2957.0,6236.0,1171.0,36660.0,127470.0,80980.0,2268.0,4402.0,6282.0,14090.0,2584.0,1201.0,406.5,4854.0,14205.0,290.0,2338.0,5610.0,3427.0,2026.0,510.2,3632.0,18140.0,4812.0,5542.0,1434.0,1896.0,7316.0,900.5,12695.0,11985.0,6282.0,1676.0,8940.0
2016-09-09,2955.0,6226.0,1165.0,36620.0,127390.0,81220.0,2263.0,4372.0,6306.0,14110.0,2585.0,1177.5,406.0,4874.0,14125.0,289.2,2324.0,5615.0,3413.0,2028.0,505.8,3624.0,18095.0,4812.0,5566.0,1437.0,1902.0,7237.0,895.0,12780.0,12035.0,6320.0,1690.0,8985.0
2016-09-12,2953.0,6227.0,1152.0,36360.0,124520.0,80090.0,2270.0,4285.0,6250.0,14010.0,2557.0,1174.0,405.0,4808.0,13975.0,287.9,2307.0,5655.0,3364.0,2040.0,498.4,3640.0,17880.0,4812.0,5530.0,1430.0,1850.0,7090.0,882.0,12510.0,11975.0,6272.0,1679.0,8815.0
2016-09-13,2951.0,6293.0,1122.0,36480.0,122950.0,79200.0,2270.0,4265.0,6200.0,14020.0,2548.0,1141.0,395.0,4776.0,13995.0,286.9,2272.0,5680.0,3365.0,2030.0,497.2,3651.0,17770.0,4812.0,5496.0,1447.0,1826.0,7113.0,861.5,12425.0,12025.0,6218.0,1700.0,8755.0
2016-09-14,2899.0,6313.0,1101.0,36640.0,122480.0,78540.0,2222.0,4246.0,6134.0,14110.0,2548.0,1128.5,393.0,4760.0,14055.0,285.95,2260.0,5735.0,3367.0,2036.0,497.6,3645.0,17620.0,4702.0,5410.0,1445.0,1820.0,7115.0,861.5,12500.0,11925.0,6146.0,1695.0,8755.0
2016-09-19,2970.0,6445.0,1113.0,37110.0,123980.0,78920.0,2277.0,4269.0,6166.0,14540.0,2536.0,1146.0,390.0,4782.0,14185.0,284.2,2235.0,5875.0,3412.0,2075.0,511.4,3758.0,17530.0,4766.0,5458.0,1458.0,1834.0,7122.0,884.5,12810.0,11915.0,6188.0,1697.0,8735.0
2016-09-20,2974.0,6439.0,1116.0,37240.0,124500.0,79990.0,2293.0,4301.0,6328.0,14780.0,2544.0,1173.5,397.5,4778.0,14425.0,284.55,2263.0,5935.0,3416.0,2084.0,523.8,3800.0,17820.0,4968.0,5604.0,1464.0,1842.0,7097.0,915.5,13135.0,12035.0,6336.0,1692.0,8715.0
2016-09-21,2997.0,6444.0,1134.0,37330.0,124490.0,80530.0,2316.0,4308.0,6362.0,14895.0,2536.0,1194.5,398.0,4770.0,14630.0,284.8,2259.0,5975.0,3404.0,2076.0,523.2,3785.0,18005.0,4968.0,5712.0,1451.0,1842.0,7185.0,927.5,13195.0,12115.0,6356.0,1670.0,8725.0
2016-09-22,2967.0,6463.0,1130.0,37490.0,125310.0,81520.0,2299.0,4397.0,6380.0,14920.0,2569.0,1233.0,409.5,4774.0,14530.0,287.2,2292.0,6010.0,3396.0,2055.0,524.0,3771.0,17900.0,5068.0,5722.0,1433.0,1838.0,7183.0,938.5,13445.0,12250.0,6378.0,1655.0,8685.0
2016-09-23,2934.0,6492.0,1117.0,37770.0,126670.0,82180.0,2264.0,4413.0,6408.0,14855.0,2590.0,1230.0,411.0,4758.0,14550.0,288.6,2298.0,5970.0,3378.0,2032.0,517.4,3762.0,17950.0,4964.0,5748.0,1426.0,1820.0,7077.0,924.5,13475.0,12430.0,6404.0,1659.0,8565.0
2016-09-26,2890.0,6577.0,1120.0,37770.0,127220.0,82210.0,2240.0,4360.0,6432.0,15270.0,2618.0,1256.5,413.0,4760.0,14405.0,288.3,2323.0,5970.0,3352.0,2034.0,523.8,3750.0,17715.0,5102.0,5762.0,1420.0,1830.0,7069.0,952.5,13430.0,12415.0,6410.0,1650.0,8600.0
2016-09-27,2859.0,6659.0,1119.0,37640.0,126610.0,81390.0,2213.0,4339.0,6408.0,15450.0,2575.0,1249.5,406.0,4748.0,14680.0,288.5,2282.0,6025.0,3313.0,2026.0,526.0,3712.0,17840.0,5060.0,5756.0,1410.0,1812.0,7131.0,956.0,13240.0,12480.0,6392.0,1638.0,8615.0
2016-09-28,2840.0,6675.0,1117.0,37450.0,126940.0,82090.0,2199.0,4277.0,6340.0,15325.0,2573.0,1244.0,408.0,4712.0,14680.0,286.05,2272.0,5950.0,3257.0,2038.0,525.2,3676.0,18020.0,5060.0,5678.0,1397.0,1744.0,7184.0,956.5,13405.0,12430.0,6326.0,1614.0,8645.0
2016-09-29,2871.0,6715.0,1125.0,37780.0,128530.0,82630.0,2219.0,4272.0,6334.0,15200.0,2608.0,1294.0,418.0,4744.0,14960.0,285.2,2306.0,5945.0,3260.0,2091.0,541.6,3690.0,18180.0,5126.0,5618.0,1392.0,1730.0,7300.0,1000.0,13525.0,12360.0,6310.0,1612.0,8760.0
2016-09-30,2866.0,6695.0,1092.0,37690.0,128500.0,81310.0,2179.0,4270.0,6298.0,15100.0,2551.0,1289.5,407.5,4718.0,15260.0,284.75,2264.0,5985.0,3259.0,2094.0,538.2,3718.0,18225.0,5114.0,5538.0,1392.0,1734.0,7299.0,999.5,13265.0,12295.0,6288.0,1636.0,8765.0
2016-10-10,2847.0,6693.0,1066.0,37550.0,128180.0,81090.0,2143.0,3976.0,6252.0,15585.0,2543.0,1307.5,404.5,4754.0,15615.0,273.35,2247.0,6125.0,3284.0,2181.0,533.2,3722.0,18290.0,5134.0,5460.0,1417.0,1734.0,7495.0,1010.5,13725.0,12480.0,6312.0,1677.0,9075.0
2016-10-11,2859.0,6667.0,1073.0,38000.0,129510.0,82370.0,2162.0,3989.0,6342.0,15485.0,2630.0,1336.5,416.5,4804.0,15790.0,273.55,2309.0,6260.0,3316.0,2242.0,538.6,3723.0,18215.0,5264.0,5508.0,1428.0,1770.0,7648.0,1028.0,14125.0,12650.0,6402.0,1684.0,9280.0
2016-10-12,2835.0,6678.0,1072.0,37920.0,128640.0,82440.0,2168.0,3983.0,6408.0,15355.0,2694.0,1368.5,423.5,4808.0,15665.0,273.35,2335.0,6300.0,3367.0,2235.0,540.6,3674.0,17825.0,5452.0,5514.0,1427.0,1750.0,7643.0,1045.0,14150.0,12635.0,6410.0,1690.0,9275.0
2016-10-13,2805.0,6724.0,1073.0,37860.0,128640.0,82160.0,2149.0,3986.0,6456.0,15095.0,2691.0,1413.5,426.0,4758.0,15510.0,273.4,2348.0,6325.0,3397.0,2234.0,552.0,3627.0,17835.0,5620.0,5512.0,1430.0,1730.0,7564.0,1063.0,14070.0,12750.0,6384.0,1696.0,9235.0
2016-10-14,2784.0,6731.0,1071.0,37300.0,127510.0,81550.0,2158.0,3984.0,6412.0,15060.0,2716.0,1431.0,432.0,4732.0,15385.0,273.9,2378.0,6350.0,3399.0,2250.0,559.4,3651.0,17735.0,5712.0,5450.0,1442.0,1724.0,7515.0,1083.0,14305.0,12860.0,6306.0,1734.0,9255.0
2016-10-17,2822.0,6764.0,1078.0,37260.0,127870.0,82040.0,2199.0,3984.0,6608.0,15245.0,2727.0,1473.5,440.5,4762.0,15500.0,273.3,2427.0,6425.0,3412.0,2255.0,574.6,3679.0,17945.0,5786.0,5668.0,1446.0,1760.0,7583.0,1132.0,14365.0,12740.0,6572.0,1749.0,9270.0
2016-10-18,2835.0,6780.0,1090.0,37290.0,128330.0,81450.0,2218.0,4009.0,6818.0,15100.0,2716.0,1482.5,435.5,4794.0,15530.0,274.3,2421.0,6480.0,3495.0,2262.0,581.8,3676.0,18060.0,5636.0,5820.0,1444.0,1764.0,7663.0,1162.5,14250.0,12700.0,6606.0,1732.0,9330.0
2016-10-19,2845.0,6750.0,1099.0,37270.0,129000.0,81540.0,2212.0,4027.0,6816.0,15035.0,2780.0,1541.0,441.5,4802.0,15485.0,275.05,2472.0,6555.0,3529.0,2290.0,588.2,3664.0,18180.0,5610.0,5780.0,1458.0,1772.0,7845.0,1223.0,13965.0,12680.0,6600.0,1734.0,9455.0
2016-10-20,2853.0,6725.0,1102.0,37240.0,129390.0,80720.0,2227.0,4045.0,6976.0,14955.0,2786.0,1546.5,442.0,4884.0,15470.0,277.05,2472.0,6625.0,3606.0,2278.0,587.0,3703.0,18220.0,5524.0,5824.0,1481.0,1820.0,7860.0,1220.5,13800.0,12610.0,6678.0,1796.0,9495.0
2016-10-21,2868.0,6701.0,1117.0,37130.0,131010.0,79970.0,2250.0,4009.0,6864.0,14955.0,2782.0,1537.5,440.0,4868.0,15655.0,276.4,2465.0,6585.0,3553.0,2242.0,595.8,3741.0,18205.0,5394.0,5732.0,1473.0,1818.0,7833.0,1211.5,13615.0,12605.0,6584.0,1802.0,9440.0
2016-10-24,2887.0,6828.0,1121.0,37270.0,131790.0,79820.0,2266.0,4011.0,6904.0,14825.0,2780.0,1570.5,445.0,4884.0,15745.0,276.9,2469.0,6670.0,3607.0,2239.0,614.8,3779.0,18140.0,5400.0,5814.0,1489.0,1830.0,7941.0,1237.5,13850.0,12790.0,6624.0,1787.0,9545.0
2016-10-25,2898.0,6881.0,1129.0,37780.0,133720.0,81170.0,2273.0,4051.0,7012.0,14975.0,2864.0,1636.5,464.0,4918.0,16170.0,277.5,2547.0,6865.0,3567.0,2300.0,632.6,3791.0,18715.0,5444.0,6002.0,1478.0,1820.0,8206.0,1274.5,14125.0,13090.0,6772.0,1773.0,9765.0
2016-10-26,2902.0,6872.0,1132.0,37930.0,134120.0,81430.0,2271.0,4072.0,6954.0,14970.0,2865.0,1707.5,475.0,4870.0,16305.0,279.05,2546.0,6800.0,3558.0,2326.0,641.6,3821.0,18885.0,5340.0,5986.0,1485.0,1762.0,8139.0,1289.5,13830.0,13700.0,6758.0,1757.0,9600.0
2016-10-27,2949.0,6879.0,1118.0,37820.0,133560.0,81240.0,2320.0,4059.0,6948.0,15125.0,2856.0,1682.0,476.0,4870.0,16380.0,278.1,2528.0,6870.0,3572.0,2333.0,619.4,3877.0,18830.0,5342.0,6014.0,1522.0,1770.0,8110.0,1255.5,14065.0,13540.0,6762.0,1786.0,9605.0
2016-10-28,2962.0,6832.0,1115.0,38130.0,134360.0,82190.0,2343.0,4061.0,6882.0,15200.0,2883.0,1707.5,486.0,4894.0,16360.0,278.45,2545.0,7030.0,3614.0,2359.0,620.4,3860.0,19010.0,5360.0,5958.0,1524.0,1802.0,8318.0,1263.0,14190.0,13795.0,6714.0,1763.0,9755.0
2016-10-31,2930.0,6794.0,1115.0,38420.0,134840.0,82810.0,2323.0,4073.0,6892.0,15320.0,2930.0,1759.0,494.5,4930.0,16470.0,279.35,2582.0,7290.0,3594.0,2428.0,620.0,3832.0,19215.0,5412.0,5966.0,1519.0,1800.0,8627.0,1289.5,14170.0,14060.0,6706.0,1765.0,10040.0
2016-11-01,2908.0,6731.0,1141.0,38660.0,136210.0,83600.0,2312.0,4087.0,6906.0,15250.0,3012.0,1785.5,500.5,4894.0,16680.0,279.65,2607.0,7415.0,3581.0,2462.0,631.8,3846.0,19760.0,5448.0,5954.0,1512.0,1808.0,8665.0,1290.5,14190.0,14120.0,6704.0,1787.0,10025.0
2016-11-02,2862.0,6744.0,1182.0,38820.0,136950.0,83220.0,2252.0,4165.0,6834.0,15055.0,3083.0,1802.5,499.0,4864.0,16520.0,281.95,2629.0,7330.0,3491.0,2434.0,638.0,3810.0,19550.0,5404.0,5854.0,1502.0,1848.0,8539.0,1319.5,13965.0,13840.0,6632.0,1769.0,9995.0
2016-11-03,2821.0,6798.0,1200.0,38800.0,136680.0,82860.0,2196.0,4203.0,6836.0,15075.0,3091.0,1793.0,494.5,4818.0,16490.0,283.95,2646.0,7395.0,3468.0,2389.0,636.2,3786.0,19465.0,5526.0,5872.0,1518.0,1808.0,8455.0,1314.0,13795.0,13305.0,6624.0,1787.0,9985.0
2016-11-04,2819.0,6803.0,1196.0,39190.0,140390.0,83430.0,2183.0,4133.0,6826.0,15280.0,3129.0,1871.0,503.5,4796.0,16660.0,283.25,2726.0,7370.0,3481.0,2408.0,651.6,3782.0,19800.0,5520.0,5940.0,1522.0,1786.0,8412.0,1378.5,13940.0,13385.0,6626.0,1781.0,9960.0
2016-11-07,2849.0,6773.0,1228.0,39880.0,144300.0,85890.0,2192.0,4128.0,6776.0,15330.0,3207.0,1956.0,509.0,4814.0,16825.0,283.05,2799.0,7410.0,3602.0,2390.0,670.6,3808.0,19850.0,5568.0,5946.0,1529.0,1774.0,8340.0,1463.5,14260.0,13395.0,6606.0,1783.0,9885.0
2016-11-08,2883.0,6839.0,1267.0,40370.0,150520.0,88870.0,2221.0,4115.0,6842.0,15345.0,3245.0,2005.5,520.5,4838.0,16835.0,280.85,2864.0,7610.0,3687.0,2389.0,657.6,3831.0,19955.0,5560.0,6046.0,1562.0,1804.0,8426.0,1474.5,14805.0,13375.0,6684.0,1825.0,9920.0
2016-11-09,2894.0,6789.0,1265.0,41430.0,150770.0,90190.0,2214.0,4207.0,6862.0,15345.0,3326.0,2057.5,539.5,4866.0,16795.0,287.3,2943.0,7840.0,3685.0,2428.0,642.2,3832.0,20000.0,5574.0,6116.0,1574.0,1822.0,8723.0,1496.0,15325.0,13520.0,6708.0,1843.0,10190.0
2016-11-10,2941.0,6816.0,1264.0,42970.0,153020.0,93550.0,2267.0,4243.0,6870.0,15495.0,3390.0,2114.0,580.0,4924.0,17180.0,286.45,3021.0,7845.0,3785.0,2412.0,634.0,3852.0,20430.0,5562.0,6120.0,1606.0,1870.0,8818.0,1523.0,15535.0,13880.0,6700.0,1881.0,10230.0
2016-11-11,3003.0,6847.0,1291.0,45330.0,152160.0,94730.0,2383.0,4403.0,7032.0,15890.0,3402.0,2116.5,602.5,5062.0,17280.0,282.4,3043.0,8025.0,3820.0,2459.0,637.8,3930.0,20720.0,5602.0,6304.0,1629.0,2218.0,9118.0,1538.0,16035.0,14090.0,6826.0,1902.0,10390.0
